Nom,Prix,Prix barré,Lien
Support De Prise De Vue Photo/Vidéo En Direct Sur Téléphone Portable,"7,000 FCFA","15,000 FCFA",https://www.jumia.ci/generic-support-de-prise-de-vue-photovideo-en-direct-sur-telephone-portable-29642878.html
Powerbank sans fil avec charge par induction 50000 mAh,"12,000 FCFA",,https://www.jumia.ci/generic-powerbank-sans-fil-avec-charge-par-induction-50000-mah-29983890.html
"Tecno Pop9 ""6,67 Pouces"" 4G - 2 Sim- 3/64- 8Mpx/13Mpx - 5000mAh","54,000 FCFA",,https://www.jumia.ci/pop9-667-pouces-4g-2-sim-364-8mpx13mpx-5000mah-tecno-mpg858028.html
Support Pliable Pour Téléphones Portables Et Tablettes - Blanc,"3,780 FCFA","4,200 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA0XH26FNAFAMZ-41164448&return=%2Ftelephone-tablette%2F%3Fpage%3D43
"Batterie Externe, Power Bank Cable intégré, Chargeur Grande Capacité 30000mAh","11,500 FCFA","16,000 FCFA",https://www.jumia.ci/generic-batterie-externe-power-bank-cable-integre-chargeur-grande-capacite-30000mah-30091676.html
Tecno Smartphone Camon 40 Pro (8GB RAM 256GB),"197,000 FCFA",,https://www.jumia.ci/tecno-smartphone-camon-40-pro-8gb-ram-256gb-30414817.html
"Montre Connectée Bluetooth, Moniteur De Fréquence Cardiaque, Fitness, Sport","12,000 FCFA","15,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA0LQQ04NAFAMZ-40383607&return=%2Ftelephone-tablette%2F%3Fpage%3D43
Infinix HOT 50 PRO+ - 256GO ROM - (8+8)GO RAM - 50MP/13MP - 5000 MAh - N,"130,000 FCFA",,https://www.jumia.ci/infinix-hot-50-pro-256go-rom-88go-ram-50mp13mp-5000-mah-n-30176119.html
Apple IPhone 16 Pro ( 256 Go) - Titane Noir,"809,000 FCFA","1,300,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=AP009MP0T1KL7NAFAMZ-41056775&return=%2Ftelephone-tablette%2F%3Fpage%3D43
XIAOMI Redmi Note 14 Pro+ 5G Double SIM Forest Bleu  Minuit Avec 256Go Et 8Go RAM,"229,900 FCFA","250,000 FCFA",https://www.jumia.ci/xiaomi-redmi-note-14-pro-5g-double-sim-forest-bleu-minuit-avec-256go-et-8go-ram-30238014.html
"XIAOMI Redmi 14C 6.88"" (256 GB / 8GB 12Go ) Helio G81 UltraN - 5160 MAh - 50 MP - N","78,900 FCFA",,https://www.jumia.ci/customer/account/login/?tkWl=XI928MP0MHHZ7NAFAMZ-40844583&return=%2Ftelephone-tablette%2F%3Fpage%3D43
Coque Motorola edge 2021 beu,"6,500 FCFA",,https://www.jumia.ci/customer/account/login/?tkWl=GE070EA0CXJC7NAFAMZ-40864743&return=%2Ftelephone-tablette%2F%3Fpage%3D43
"Music Pioneer Montre Connectée -  2.19"" Série 8","6,000 FCFA","8,796 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=MU676EA0ONYVUNAFAMZ-36836253&return=%2Ftelephone-tablette%2F%3Fpage%3D43
Lenovo X20 Casque Bluetooth 5.2 Oreille Clip Basse Jeu 350mah,"5,520 FCFA","14,207 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=LE018EA16ZOMYNAFAMZ-34925985&return=%2Ftelephone-tablette%2F%3Fpage%3D43
"Casque Enfant STN-28 Violet - Casque Bluetooth, Casque Lumineux, Casque Oreilles Chat","7,350 FCFA","13,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA05MKKUNAFAMZ-36883544&return=%2Ftelephone-tablette%2F%3Fpage%3D43
Lenovo Xt92 Gaming Faible Latence Touch Bluetooth 5.1 Casque Noir,"9,182 FCFA","16,952 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=LE018EA0DGK9ENAFAMZ-34915277&return=%2Ftelephone-tablette%2F%3Fpage%3D43
Coque En Silicone Tecno Camon 30s Avec 1 Antichoc - Noir,"6,500 FCFA",,https://www.jumia.ci/generic-coque-en-silicone-tecno-camon-30s-avec-1-antichoc-noir-30134361.html
"Stylet à écran Tactile Magnétique Couleur Dégradée, Pointe De Stylo à Ventouse Remplaçable Intégrée","3,540 FCFA","5,910 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA02P49BNAFAMZ-20518261&return=%2Ftelephone-tablette%2F%3Fpage%3D43
Oraimo Écouteur Halo 2,"2,800 FCFA","3,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=OR234EA0LU3USNAFAMZ-27854213&return=%2Ftelephone-tablette%2F%3Fpage%3D43
Lenovo LP5 Réduction Du Bruit Du Casque Pilote Dynamique Casque Gris,"8,999 FCFA","15,584 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=LE018EA01JW5UNAFAMZ-34915275&return=%2Ftelephone-tablette%2F%3Fpage%3D43
"Samsung Galaxy A05s - 4G - 2 SIM - 6.7"" - 4Go Ram - 128Go Rom - 13Mpx/50Mpx - 5000 MAh - SILVER","73,700 FCFA",,https://www.jumia.ci/customer/account/login/?tkWl=SA024MP05K797NAFAMZ-41472441&return=%2Ftelephone-tablette%2F%3Fpage%3D43
Coque Transparente Pour IPhone 15 Plus,"2,000 FCFA",,https://www.jumia.ci/customer/account/login/?tkWl=GE070EA0087OJNAFAMZ-41067104&return=%2Ftelephone-tablette%2F%3Fpage%3D43
XIAOMI REDMI A3 X- 128GO ROM  - 4GO RAM - 2 SIM -13MP - 5000mAh -B,"55,800 FCFA","75,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=XI928MP1JRYKGNAFAMZ-39418546&return=%2Ftelephone-tablette%2F%3Fpage%3D43
Tablette educative Wintouch K77 Bleu,"24,500 FCFA",,https://www.jumia.ci/generic-tablette-educative-wintouch-k77-bleu-30151790.html
Montre D'appel Bluetooth Intelligente à écran Tactile Complet - Pour Android Et IOS,"10,193 FCFA","18,348 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA0IZOK0NAFAMZ-36299491&return=%2Ftelephone-tablette%2F%3Fpage%3D43
Câble De Charge Universel - 3 En 1 - Noir,"1,652 FCFA","3,481 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA0T0IXCNAFAMZ-39405557&return=%2Ftelephone-tablette%2F%3Fpage%3D43
XIAOMI Coque En Silicone Redmi Note 14 Pro Plus + 1 Antichoc - Bleu,"6,500 FCFA",,https://www.jumia.ci/xiaomi-coque-en-silicone-redmi-note-14-pro-plus-1-antichoc-bleu-30421758.html
"redbeat Redbeattablette C1, 8 Po, 6 Go/64 Go, Android 14, Gris","68,149 FCFA","83,923 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=RE001MP0U3Z54NAFAMZ-40668746&return=%2Ftelephone-tablette%2F%3Fpage%3D43
"Oraimo Stream OAA-310 - Adaptateur Audio De Type C Vers 3,5 Mm","3,100 FCFA",,https://www.jumia.ci/customer/account/login/?tkWl=OR234EA0Q4IOUNAFAMZ-34972597&return=%2Ftelephone-tablette%2F%3Fpage%3D43
Coque En Silicone Compatible Xiaomi Redmi 14c Avec 2 Antichoc - Noir,"4,800 FCFA",,https://www.jumia.ci/generic-coque-en-silicone-compatible-xiaomi-redmi-14c-avec-2-antichoc-noir-30190184.html
"écouteurs Sans Fil  SAMSUNG R630 Galaxy Buds3 Pro,","14,250 FCFA","15,550 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA0DQS1FNAFAMZ-41291389&return=%2Ftelephone-tablette%2F%3Fpage%3D43
Smart Touch Control Wireless Bluetooth Compatible Headset Waterproof LED Display,"4,599 FCFA","7,532 FCFA",https://www.jumia.ci/generic-smart-touch-control-wireless-bluetooth-compatible-headset-waterproof-led-display-30095862.html
"Nokia 5310 - Noir- 2 Puces - Gsm - Mp3- Radio FM- écran 2.4""-Noir","16,105 FCFA",,https://www.jumia.ci/customer/account/login/?tkWl=NO228MP0O8KM8NAFAMZ-32797336&return=%2Ftelephone-tablette%2F%3Fpage%3D43
VILLAON V40 - 4 GB - 32 GB - 4000 MAh - 6'52 Pouces - 8 Mpx,"32,000 FCFA","57,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=VI346MP1AESXHNAFAMZ-41956405&return=%2Ftelephone-tablette%2F%3Fpage%3D43
"XIAOMI Redmi 14C - 6.88"" - 2 SIM - 4G - 4Go RAM + 128Go ROM - 13Mpx/50Mpx - 5000 MAh","58,500 FCFA",,https://www.jumia.ci/customer/account/login/?tkWl=XI928MP03S0LVNAFAMZ-40818318&return=%2Ftelephone-tablette%2F%3Fpage%3D43
"Bluetooth B39 Casque Bluetooth Sans Fil, Basse Avec Microphone écouteurs Antibruit","8,000 FCFA","15,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=BR676EA0JQUIENAFAMZ-26229628&return=%2Ftelephone-tablette%2F%3Fpage%3D43
Coque Pour Samsung Galaxy Note 10 Plus  Avec Anneau De Support + Un AntiChoc,"6,410 FCFA","10,000 FCFA",https://www.jumia.ci/generic-coque-pour-samsung-galaxy-note-10-plus-avec-anneau-de-support-un-antichoc-30109414.html
XIAOMI Coque En Silicone Compatible Redmi Note 14 Pro Plus 5G Avec 1 Antichoc - Noir,"6,000 FCFA",,https://www.jumia.ci/customer/account/login/?tkWl=XI928EA10H3WZNAFAMZ-41289235&return=%2Ftelephone-tablette%2F%3Fpage%3D43
"XIAOMI REDMI A3 X - 6.71""- 128GO ROM - 4GO RAM - 2SIM - 4G - 5/8 MP - 5000MAH - N","58,800 FCFA","65,000 FCFA",https://www.jumia.ci/xiaomi-redmi-a3-x-6.71-128go-rom-4go-ram-2sim-4g-58-mp-5000mah-n-29993398.html
Honor X6b - 6.56'' - 2 Sim - 6/256 Go - 50Mpx - 4G LTE - 5200mAh/35W - Noire,"77,000 FCFA",,https://www.jumia.ci/customer/account/login/?tkWl=HO889MP0I9T0RNAFAMZ-41474110&return=%2Ftelephone-tablette%2F%3Fpage%3D43
Etui A Rabat Effet Miroir Pour Xiaomi Redmi 14C Avec Un Antichoc,"6,420 FCFA","10,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA0QF8WRNAFAMZ-41252088&return=%2Ftelephone-tablette%2F%3Fpage%3D43
XIAOMI COQUE XIAOMI MI 11 ULTRA BLEU,"6,500 FCFA",,https://www.jumia.ci/customer/account/login/?tkWl=XI928EA07RN3WNAFAMZ-36488923&return=%2Ftelephone-tablette%2F%3Fpage%3D43
Samsung Antichoc Samsung Galaxy S7 Edge-tansparent,"3,400 FCFA",,https://www.jumia.ci/customer/account/login/?tkWl=SA024EA0G61CVNAFAMZ-21029038&return=%2Ftelephone-tablette%2F%3Fpage%3D43
Pro 5s Ecouteur Bluetooth Sans Fil - Rose,"4,300 FCFA","12,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=PR281EA123IB3NAFAMZ-41024905&return=%2Ftelephone-tablette%2F%3Fpage%3D44
Chargeur Rapide Compatible Avec IPHONE PRO 14 13 12 11 Pro Max Mini X 8,"3,200 FCFA","12,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA19WLT0NAFAMZ-36424550&return=%2Ftelephone-tablette%2F%3Fpage%3D44
Tête De Chargement Portable 4USB Bleu,"1,004 FCFA","3,375 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA0JNUSCNAFAMZ-40301553&return=%2Ftelephone-tablette%2F%3Fpage%3D44
Pro Oraimo Pro 5s Mini Ecouteurs Bluetooth San Fil - Noir,"5,800 FCFA","16,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=PR281EA0PWSZWNAFAMZ-36381984&return=%2Ftelephone-tablette%2F%3Fpage%3D44
Trépied De Caméra 1.3m,"9,400 FCFA","18,000 FCFA",https://www.jumia.ci/generic-trepied-de-camera-1.3m-28155242.html
"XIAOMI REDMI NOTE 12 - 6,67"" - 2 SIM - 4G - 8GB RAM  + 256GB ROM - 13Mpx/50+8+2Mpx - 5000 MAh - Bleu","120,000 FCFA",,https://www.jumia.ci/customer/account/login/?tkWl=RE699MP0HGQEENAFAMZ-36938857&return=%2Ftelephone-tablette%2F%3Fpage%3D44
Full Touch Screen Fashion Smartwatch X7 For IOS And Android,"5,492 FCFA","7,390 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA0K04A8NAFAMZ-36299172&return=%2Ftelephone-tablette%2F%3Fpage%3D44
XIAOMI Redmi A3 Pro – 128 Go – RAM 4 Go –13Mpx/50Mpx2 SIM,"59,900 FCFA","91,500 FCFA",https://www.jumia.ci/redmi-a3-pro-128-go-ram-4-go-13mpx50mpx2-sim-xiaomi-mpg789337.html
XIAOMI Montre Connecté Redmi Watch 5 Active,"40,000 FCFA","145,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=XI928EA1FTL9XNAFAMZ-41934387&return=%2Ftelephone-tablette%2F%3Fpage%3D44
Atouch Tablettes Professionnelles- SE2 Pro - 8 GB RM - 512 GB,"67,000 FCFA",,https://www.jumia.ci/atouch-tablettes-professionnelles-se2-pro-8-gb-rm-512-gb-30390013.html
"Tecno SPARK 30 - 6.78"" - 4G - 128GB - (8+8)GB De RAM - 13Mpx-64Mpx - 5000 MAh - Noir","91,500 FCFA",,https://www.jumia.ci/customer/account/login/?tkWl=TE292MP0WDSFZNAFAMZ-40904731&return=%2Ftelephone-tablette%2F%3Fpage%3D44
Coque En Silicone Compatible Samsung Galaxy A36 + Avec 2 Antichocs - Noire,"5,000 FCFA","9,000 FCFA",https://www.jumia.ci/generic-coque-en-silicone-compatible-samsung-galaxy-a36-avec-2-antichocs-noire-30312393.html
Mini Bluetooth Speaker Portable Waterproof Stereo Audio,"6,550 FCFA","8,408 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA0YHPX8NAFAMZ-40265567&return=%2Ftelephone-tablette%2F%3Fpage%3D44
"NOKIA 2660 Flip  - 2.4"" - 4G - Double SIM - Vert","18,850 FCFA","26,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=NO228MP0RT3NVNAFAMZ-41319755&return=%2Ftelephone-tablette%2F%3Fpage%3D44
XIAOMI Coque En Silicone Compatible Redmi Note 13 Pro Avec 2 Antichoc 5D - Rouge,"4,600 FCFA",,https://www.jumia.ci/generic-xiaomi-coque-en-silicone-compatible-redmi-note-13-pro-avec-2-antichoc-5d-rouge-30140187.html
POHB Fast Charge Portable Power Banks With 4 Charging Cables 20000mah-black DX82,"8,050 FCFA","30,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=PO230EA1GHKTONAFAMZ-35360456&return=%2Ftelephone-tablette%2F%3Fpage%3D44
Support de téléphone Pour vidéo,"17,000 FCFA","23,500 FCFA",https://www.jumia.ci/generic-support-de-telephone-pour-video-30138709.html
Montre Connectée Tactile + Écouteur Pro 5s Offert,"18,500 FCFA","25,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070FC1C1GMUNAFAMZ-38186504&return=%2Ftelephone-tablette%2F%3Fpage%3D44
Infinix Smart 9 HD - 64Go + 3Go + 3GO - 8 MP - 5000 MAh N,"48,500 FCFA","85,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=IN805MP1EETVJNAFAMZ-41627158&return=%2Ftelephone-tablette%2F%3Fpage%3D44
"redbeat Tablette Pour Enfants Redbeat B1, 7 Pouces, 2 Go/32 Go, Bleu","32,593 FCFA","39,657 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=RE001MP10ZFBVNAFAMZ-40849747&return=%2Ftelephone-tablette%2F%3Fpage%3D44
Adaptateur USB A vers Type-C- Transfert Convertisseur USB OTG Charge rapide,"2,900 FCFA","4,500 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA1JI7YJNAFAMZ-40850995&return=%2Ftelephone-tablette%2F%3Fpage%3D44
"Samsung Galaxy A55 - 5G - 6,6"" - 2 SIM - 8Go RAM - 256Go - 32Mpx/50Mpx - 5000 MAh - BLEU","243,500 FCFA",,https://www.jumia.ci/customer/account/login/?tkWl=SA024MP09KS47NAFAMZ-40984040&return=%2Ftelephone-tablette%2F%3Fpage%3D44
TOUMI S03 Ouch Clip Affichage Numérique Bluetooth Casque 5.2 - Noir,"3,450 FCFA","9,343 FCFA",https://www.jumia.ci/generic-toumi-s03-ouch-clip-affichage-numerique-bluetooth-casque-5.2-noir-27902416.html
Infinix Infinix-Buds Lite nouveaux définissent une autonomie 24h après charge complète haute qu'aliter de Song,"9,000 FCFA","17,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=IN805EA1HCM1ZNAFAMZ-41001188&return=%2Ftelephone-tablette%2F%3Fpage%3D44
Coque Silicone compatible Xiaomi Redmi 14C + 1Antichoc - Noir,"5,000 FCFA",,https://www.jumia.ci/generic-coque-silicone-compatible-xiaomi-redmi-14c-1antichoc-noir-30093235.html
"Tecno Spark 30C - 6,67"" - 2 SIM - 4G - 256Go/4Go - 8Mpx/50Mpx - 5000 MAh - Noir","82,500 FCFA","115,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=TE292MP1D97CBNAFAMZ-41472434&return=%2Ftelephone-tablette%2F%3Fpage%3D44
Coque Transparente Magsafe Compatible Samsung Galaxy A16 + Anti Choc Offert - Transparent,"3,900 FCFA","4,000 FCFA",https://www.jumia.ci/generic-coque-transparente-magsafe-compatible-samsung-galaxy-a16-anti-choc-offert-transparent-30952171.html
LG G420 -2 Puces - Gsm - Radio FM- MP3- 3000 Mah,"23,500 FCFA",,https://www.jumia.ci/lg-g420-2-puces-gsm-radio-fm-mp3-3000-mah-30072261.html
Toumi M41 TW S Cascade Bluetooth 5.2 - Couleur Argent-Noir,"4,140 FCFA","7,625 FCFA",https://www.jumia.ci/generic-toumi-m41-tw-s-cascade-bluetooth-5.2-couleur-argent-noir-27879684.html
Câble De Charge Rapide 3 En 1,"3,000 FCFA",,https://www.jumia.ci/generic-cable-de-charge-rapide-3-en-1-30414124.html
Etui a rabat portefeuille compatible Redmi 14C / Poco C75 avec 2 antichocs - Bleu nuit,"6,000 FCFA","12,000 FCFA",https://www.jumia.ci/generic-etui-a-rabat-portefeuille-compatible-redmi-14c-poco-c75-avec-2-antichocs-bleu-nuit-30134521.html
Coque En Silicone Compatible  Tecno Camon 40 Avec 2 Antichocs - Bleu,"7,000 FCFA","10,000 FCFA",https://www.jumia.ci/generic-coque-en-silicone-compatible-tecno-camon-40-avec-2-antichocs-bleu-30851039.html
Casque Bluetooth Pliable P47 - Noir,"3,100 FCFA","4,499 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA12GBESNAFAMZ-40334502&return=%2Ftelephone-tablette%2F%3Fpage%3D44
Coque Samsung A55 noir Rob m,"7,000 FCFA",,https://www.jumia.ci/customer/account/login/?tkWl=GE070EA0A30R3NAFAMZ-40991732&return=%2Ftelephone-tablette%2F%3Fpage%3D44
"Samsung Chargeur Compatibme Ultra Rapide TRIO 65W, 2x Ports USB Type C & 1x USB Type A ( avec le câble ) Chargez 3 appareils en même temps !","8,000 FCFA - 10,000 FCFA",,https://www.jumia.ci/samsung-chargeur-compatibme-ultra-rapide-trio-65w-2x-ports-usb-type-c-1x-usb-type-a-avec-le-cable-chargez-3-appareils-en-meme-temps-29983576.html
Coque En Silicone Compatible Redmi Note 13 Pro Plus + Antichoc - blanc,"5,500 FCFA",,https://www.jumia.ci/generic-coque-en-silicone-compatible-redmi-note-13-pro-plus-antichoc-blanc-30140163.html
Oraimo Écouteur Bluetooth S20 - Noir,"6,300 FCFA","11,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=OR234EA0XGA8VNAFAMZ-40997686&return=%2Ftelephone-tablette%2F%3Fpage%3D44
"Music Pioneer Montre Connectée - 2.19"" Série 8","6,000 FCFA","9,804 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=MU676EA12C9PSNAFAMZ-36298959&return=%2Ftelephone-tablette%2F%3Fpage%3D44
"Renewed HUAWEI P30 Lite - 4 Go RAM + 128 Go ROM - 3340 MAh 6,15"" FHD + IPS LCD 24MP  - Blanc","48,900 FCFA","62,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=RE159MP0I8UM5NAFAMZ-41986169&return=%2Ftelephone-tablette%2F%3Fpage%3D44
Wd power Bank AS Power Bank Charging 10000mAH,"10,000 FCFA - 10,900 FCFA","15,000 FCFA",https://www.jumia.ci/wd-power-bank-as-power-bank-charging-10000mah-15292331.html
XIAOMI Redmi Note 14 Pro+ 5G Double SIM Noir Minuit Avec 512Go Et 12Go RAM,"256,500 FCFA","280,000 FCFA",https://www.jumia.ci/xiaomi-redmi-note-14-pro-5g-double-sim-noir-minuit-avec-512go-et-12go-ram-30238017.html
Coque Transparente Compatible IPhone X/XS + 1 Antichoc,"3,500 FCFA",,https://www.jumia.ci/customer/account/login/?tkWl=GE070EA12Q9R3NAFAMZ-40893748&return=%2Ftelephone-tablette%2F%3Fpage%3D45
Apple IPhone 16e 128 Go - Noir,"900,000 FCFA",,https://www.jumia.ci/customer/account/login/?tkWl=AP009MP0BE9ATNAFAMZ-41934495&return=%2Ftelephone-tablette%2F%3Fpage%3D45
Anti choc Infinix hot 50 pro plus (fumé),"6,500 FCFA",,https://www.jumia.ci/customer/account/login/?tkWl=GE070EA186JC7NAFAMZ-41000692&return=%2Ftelephone-tablette%2F%3Fpage%3D45
Oraimo Chargeur Ultra Rapide - Type-C,"4,000 FCFA",,https://www.jumia.ci/customer/account/login/?tkWl=OR234EA02474VNAFAMZ-40968633&return=%2Ftelephone-tablette%2F%3Fpage%3D45
Oppo COQUE  OPPO A91  NOIR,"6,000 FCFA",,https://www.jumia.ci/customer/account/login/?tkWl=OP251EA10Z0FGNAFAMZ-40408259&return=%2Ftelephone-tablette%2F%3Fpage%3D45
Diverse Coque Silicone compatible Xiaomi Redmi 14C + Antichoc - ROUGE,"4,500 FCFA",,https://www.jumia.ci/diverse-coque-silicone-compatible-xiaomi-redmi-14c-antichoc-rouge-generic-mpg823968.html
Coque Samsung note 10 plus rabat vitré bleu,"9,000 FCFA",,https://www.jumia.ci/customer/account/login/?tkWl=GE070EA1GXSSRNAFAMZ-40827311&return=%2Ftelephone-tablette%2F%3Fpage%3D45
Boat Tablette Professionnelle Avec Puce B704 256 GB 8 Giga Rame Pour Garçon Et Fille ET Jouet Educatif TALKIING TOM Tablette Pour Enfant,"39,800 FCFA",,https://www.jumia.ci/customer/account/login/?tkWl=BO318MP01FGXNNAFAMZ-41243715&return=%2Ftelephone-tablette%2F%3Fpage%3D45
Stylet Capacitif Stylo à écran Pour Smartphones Tablettes Pour IPad - Blanc,"6,600 FCFA","7,598 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA0OJYY5NAFAMZ-19846492&return=%2Ftelephone-tablette%2F%3Fpage%3D45
Support De Téléphone Portable Pivotant Et Pliant Léger Support D’ordinateur,"2,250 FCFA","3,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA1K3Z7RNAFAMZ-40951333&return=%2Ftelephone-tablette%2F%3Fpage%3D45
"Tecno Smarphone Camon 40 - 256 Go - 8 Go + 8 Go RAM - 6,78""","160,000 FCFA",,https://www.jumia.ci/tecno-smarphone-camon-40-256-go-8-go-8-go-ram-678-30645905.html
Ambie Écouteurs Bluetooth En Forme De Boucle D'Oreille,"7,500 FCFA","14,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=AM193EA0HTIT4NAFAMZ-36187538&return=%2Ftelephone-tablette%2F%3Fpage%3D45
"Oraimo Power Bank Oraimo, Pour Xiaomi, Samsung, IPhone, Led Power Bank Avec 4 Câbles Intégrés, 50000mAh","55,500 FCFA","80,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=OR234EA0ZG4N4NAFAMZ-35345394&return=%2Ftelephone-tablette%2F%3Fpage%3D45
LG COQUE LG VELVET   4G MARRON NOIR,"6,500 FCFA",,https://www.jumia.ci/customer/account/login/?tkWl=LG178EA1F63BQNAFAMZ-34760210&return=%2Ftelephone-tablette%2F%3Fpage%3D45
"XIAOMI Redmi A3 Pro - 6.88"" - 2SIM - 4G - 50/13 Mpx - 4/128 Go Bleu","56,000 FCFA",,https://www.jumia.ci/xiaomi-redmi-a3-pro-6.88-2sim-4g-5013-mpx-4128-go-bleu-30724001.html
coque Transparente compatible samsung Galaxy A16,"3,000 FCFA",,https://www.jumia.ci/customer/account/login/?tkWl=GE070EA152UI7NAFAMZ-40999777&return=%2Ftelephone-tablette%2F%3Fpage%3D45
Cable USB 3 En 1 - 120W Charge Rapide Pour Voiture Et Usage Dosmetique,"1,690 FCFA",,https://www.jumia.ci/customer/account/login/?tkWl=GE070EA12NFWFNAFAMZ-41016078&return=%2Ftelephone-tablette%2F%3Fpage%3D45
Lenovo Lp75 Bt5.3 True Wireless Headphones Avec Micro Noir,"12,990 FCFA","19,999 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=LE018EA1IJH02NAFAMZ-34915274&return=%2Ftelephone-tablette%2F%3Fpage%3D45
Samsung SM-B315E-MP3 - Radio FM - 2 SIM - Blanc,"15,000 FCFA","25,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=SA024MP1C9Q3GNAFAMZ-39180251&return=%2Ftelephone-tablette%2F%3Fpage%3D45
Coque De Protection Silicone +antichoc Pour Samsung Galaxy Watch 4 (40mm),"3,500 FCFA","7,000 FCFA",https://www.jumia.ci/generic-coque-de-protection-silicone-antichoc-pour-samsung-galaxy-watch-4-40mm-26936426.html
Wd power Bank Powerbank Recharge Smartphone Sans Fil 50000 MAh NOIR,"12,000 FCFA","18,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=WD137EA0WIP2UNAFAMZ-28221002&return=%2Ftelephone-tablette%2F%3Fpage%3D45
Folding Phone Holder - White,"1,590 FCFA","2,922 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA05V6D2NAFAMZ-34709468&return=%2Ftelephone-tablette%2F%3Fpage%3D45
"Sac à Bras Pour Exercice De Marche, Course à Pied, Téléphone Portable, Sac De Sport","4,200 FCFA","9,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA0WUWVNNAFAMZ-40756568&return=%2Ftelephone-tablette%2F%3Fpage%3D45
Samsung Galaxy A05 - 4G - 6.7Pouces - 4Go RAM - 64Go ROM - 8Mpx/50Mpx - 5000 MAh - Noir,"57,500 FCFA","73,385 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=SA024MP01E4JONAFAMZ-40389379&return=%2Ftelephone-tablette%2F%3Fpage%3D45
écouteurs Sans Fil  Samsung Galaxy Buds 2 Pro,"12,250 FCFA","13,500 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA0DSPHFNAFAMZ-41290337&return=%2Ftelephone-tablette%2F%3Fpage%3D45
